return_id,order_id,order_line_id,return_date,return_reason,refund_amount,resolution
RE0000343,OR0115612,OL000269726,2023-04-04,Damaged,75.19,Store Credit
RE0000344,OR0054690,OL000127621,2024-07-08,Price Match,70.27,Refunded
RE0000345,OR0010295,OL000024222,2024-07-01,Quality Issue,761.39,Store Credit
RE0000346,OR0118125,OL000275470,2025-07-28,Late Delivery,359.65,Exchange
RE0000347,OR0056914,OL000132937,2025-10-13,Damaged,175.14,Exchange
RE0000348,OR0045827,OL000106620,2024-12-26,Duplicate Order,106.48,Refunded
RE0000349,OR0006212,OL000014570,2025-11-23,Duplicate Order,7.07,Refunded
RE0000350,OR0071790,OL000167534,2025-10-14,Damaged,633.27,Refunded
RE0000351,OR0111314,OL000259670,2025-08-05,Price Match,65.05,Refunded
RE0000352,OR0110584,OL000258025,2024-10-13,Wrong Item,73.05,Refunded
RE0000353,OR0124498,OL000290358,2025-12-12,Wrong Item,16.62,Refunded
RE0000354,OR0073703,OL000171963,2024-03-10,Quality Issue,17.4,Refunded
RE0000355,OR0069428,OL000162032,2024-08-06,Wrong Item,4.61,Refunded
RE0000356,OR0100595,OL000234611,2025-01-01,Late Delivery,87.53,Exchange
RE0000357,OR0000484,OL000001167,2024-09-01,Late Delivery,312.54,Refunded
RE0000358,OR0021162,OL000049406,2024-08-31,Quality Issue,6.82,Exchange
RE0000359,OR0083913,OL000195619,2025-06-20,Duplicate Order,29.22,Refunded
RE0000360,OR0025328,OL000059166,2023-04-22,Price Match,21.8,Exchange
RE0000361,OR0123581,OL000288220,2026-01-14,Changed Mind,38.62,Refunded
RE0000362,OR0041513,OL000096722,2025-09-10,Changed Mind,24.22,Refunded
RE0000363,OR0062585,OL000146066,2024-09-30,Duplicate Order,40.65,Refunded
RE0000364,OR0079374,OL000185034,2025-08-12,Price Match,117.77,Refunded
RE0000365,OR0029258,OL000068331,2025-06-14,Duplicate Order,143.27,Store Credit
RE0000366,OR0086456,OL000201560,2023-08-28,Duplicate Order,236.12,Exchange
RE0000367,OR0128034,OL000298564,2026-01-14,Price Match,57.76,Store Credit
RE0000368,OR0019502,OL000045509,2024-05-19,Quality Issue,243.42,Store Credit
RE0000369,OR0020594,OL000048001,2025-02-19,Quality Issue,618.29,Refunded
RE0000370,OR0063447,OL000148116,2024-05-07,Changed Mind,10.82,Exchange
RE0000371,OR0052139,OL000121605,2023-08-20,Wrong Item,10.94,Refunded
RE0000372,OR0038349,OL000089359,2024-09-30,Late Delivery,25.22,Refunded
RE0000373,OR0040507,OL000094353,2023-09-08,Changed Mind,5.49,Refunded
RE0000374,OR0084923,OL000197998,2026-01-30,Wrong Item,35.26,Store Credit
RE0000375,OR0081742,OL000190553,2025-10-25,Damaged,6.92,Exchange
RE0000376,OR0032943,OL000076770,2025-01-18,Changed Mind,10.62,Refunded
RE0000377,OR0081462,OL000189909,2023-12-22,Price Match,5.02,Refunded
RE0000378,OR0005962,OL000013989,2024-10-29,Damaged,19.6,Store Credit
RE0000379,OR0077870,OL000181639,2025-11-18,Quality Issue,8.67,Refunded
RE0000380,OR0063382,OL000147956,2024-04-25,Quality Issue,5.93,Exchange
RE0000381,OR0007774,OL000018315,2023-08-26,Wrong Item,32.12,Exchange
RE0000382,OR0123040,OL000286946,2024-03-24,Wrong Item,56.34,Refunded
RE0000383,OR0088231,OL000205772,2025-11-17,Late Delivery,26.73,Refunded
RE0000384,OR0080107,OL000186749,2025-05-30,Duplicate Order,210.77,Refunded
RE0000385,OR0060309,OL000140821,2025-04-29,Damaged,14.19,Refunded
RE0000386,OR0065954,OL000153991,2024-08-17,Price Match,8.41,Store Credit
RE0000387,OR0017988,OL000041914,2023-03-31,Wrong Item,4.65,Exchange
RE0000388,OR0117191,OL000273356,2024-12-04,Wrong Item,34.5,Refunded
RE0000389,OR0003491,OL000008216,2024-05-12,Changed Mind,119.82,Store Credit
RE0000390,OR0061494,OL000143560,2024-12-22,Price Match,2.84,Refunded
RE0000391,OR0038536,OL000089788,2024-05-15,Duplicate Order,22.32,Refunded
RE0000392,OR0118526,OL000276348,2023-11-13,Damaged,158.19,Refunded
RE0000393,OR0087817,OL000204824,2023-08-23,Wrong Item,552.67,Exchange
RE0000394,OR0120262,OL000280371,2023-11-23,Changed Mind,170.45,Refunded
RE0000395,OR0102185,OL000238312,2024-05-25,Changed Mind,418.7,Exchange
RE0000396,OR0117745,OL000274579,2025-04-29,Duplicate Order,1.86,Refunded
RE0000397,OR0041816,OL000097424,2024-11-22,Changed Mind,16.36,Refunded
RE0000398,OR0113626,OL000265050,2025-07-22,Duplicate Order,44.93,Refunded
RE0000399,OR0005063,OL000011804,2024-10-04,Quality Issue,57.83,Store Credit
RE0000400,OR0040472,OL000094254,2024-06-22,Late Delivery,114.76,Exchange
RE0000401,OR0060159,OL000140478,2023-02-02,Late Delivery,120.52,Store Credit
RE0000402,OR0071810,OL000167570,2025-01-15,Changed Mind,116.07,Store Credit
RE0000403,OR0075296,OL000175704,2023-10-25,Damaged,29.93,Refunded
RE0000404,OR0070524,OL000164615,2023-10-24,Price Match,9.67,Refunded
RE0000405,OR0044532,OL000103636,2023-11-28,Price Match,318.34,Exchange
RE0000406,OR0105145,OL000245395,2025-02-06,Quality Issue,27.24,Refunded
RE0000407,OR0014009,OL000032855,2025-02-19,Price Match,46.01,Refunded
RE0000408,OR0026834,OL000062660,2024-11-18,Changed Mind,3.26,Refunded
RE0000409,OR0081270,OL000189446,2025-11-05,Changed Mind,1.8,Refunded
RE0000410,OR0029687,OL000069357,2024-05-13,Late Delivery,781.41,Exchange
RE0000411,OR0025599,OL000059820,2024-01-03,Price Match,6.62,Store Credit
RE0000412,OR0120849,OL000281773,2023-10-08,Price Match,18.2,Refunded
RE0000413,OR0033723,OL000078623,2024-03-30,Duplicate Order,51.94,Exchange
RE0000414,OR0107918,OL000251814,2025-07-26,Quality Issue,8.42,Refunded
RE0000415,OR0107295,OL000250373,2023-07-30,Damaged,49.83,Refunded
RE0000416,OR0036706,OL000085423,2025-01-13,Wrong Item,990.46,Refunded
RE0000417,OR0069060,OL000161127,2024-08-13,Duplicate Order,36.22,Exchange
RE0000418,OR0065513,OL000152968,2025-05-31,Quality Issue,221.5,Refunded
RE0000419,OR0113034,OL000263695,2025-03-27,Late Delivery,22.37,Refunded
RE0000420,OR0097416,OL000227240,2026-01-21,Changed Mind,56.13,Refunded
RE0000421,OR0011857,OL000027890,2025-05-22,Wrong Item,6.04,Exchange
RE0000422,OR0022631,OL000052724,2024-12-13,Damaged,6.68,Exchange
RE0000423,OR0006478,OL000015197,2025-11-21,Quality Issue,35.44,Refunded
RE0000424,OR0055188,OL000128821,2024-03-15,Price Match,4.51,Refunded
RE0000425,OR0052451,OL000122372,2023-09-30,Wrong Item,554.41,Refunded
RE0000426,OR0103885,OL000242427,2025-10-22,Changed Mind,5.02,Refunded
RE0000427,OR0103118,OL000240573,2023-09-18,Duplicate Order,28.13,Exchange
RE0000428,OR0123540,OL000288123,2025-10-02,Damaged,18.52,Refunded
RE0000429,OR0077547,OL000180880,2023-09-21,Wrong Item,22.52,Refunded
RE0000430,OR0044959,OL000104643,2024-11-13,Late Delivery,3.48,Exchange
RE0000431,OR0057329,OL000133880,2023-06-30,Late Delivery,63.5,Refunded
RE0000432,OR0055147,OL000128725,2023-12-16,Price Match,74.14,Refunded
RE0000433,OR0109852,OL000256290,2025-05-21,Wrong Item,179.54,Refunded
RE0000434,OR0123910,OL000289017,2023-06-19,Duplicate Order,56.5,Store Credit
RE0000435,OR0093940,OL000219233,2025-11-29,Late Delivery,2.79,Refunded
RE0000436,OR0052237,OL000121822,2024-10-26,Late Delivery,1.36,Refunded
RE0000437,OR0032588,OL000075960,2024-09-08,Late Delivery,130.33,Refunded
RE0000438,OR0121136,OL000282458,2025-11-24,Quality Issue,68.36,Refunded
RE0000439,OR0013785,OL000032342,2025-07-16,Late Delivery,31.85,Refunded
RE0000440,OR0098802,OL000230438,2025-02-15,Late Delivery,7.56,Refunded
RE0000441,OR0052770,OL000123095,2025-10-23,Damaged,6.96,Refunded
RE0000442,OR0005417,OL000012671,2024-10-27,Quality Issue,17.86,Refunded
RE0000443,OR0111947,OL000261142,2023-01-28,Changed Mind,16.13,Exchange
RE0000444,OR0090512,OL000211157,2023-09-02,Price Match,75.7,Refunded
RE0000445,OR0105921,OL000247204,2025-01-16,Late Delivery,125.37,Refunded
RE0000446,OR0064715,OL000151154,2025-12-09,Damaged,27.75,Refunded
RE0000447,OR0108271,OL000252640,2025-01-28,Changed Mind,63.87,Exchange
RE0000448,OR0129013,OL000300869,2024-08-19,Changed Mind,327.49,Refunded
RE0000449,OR0126220,OL000294391,2024-07-02,Price Match,7.0,Exchange
RE0000450,OR0124827,OL000291120,2026-01-05,Price Match,195.64,Exchange
RE0000451,OR0061657,OL000143907,2024-07-28,Duplicate Order,385.0,Refunded
RE0000452,OR0036201,OL000084279,2023-07-14,Changed Mind,89.3,Refunded
RE0000453,OR0097434,OL000227284,2024-07-29,Late Delivery,19.53,Refunded
RE0000454,OR0100352,OL000234031,2024-10-13,Wrong Item,52.73,Exchange
RE0000455,OR0122532,OL000285745,2025-06-05,Late Delivery,3.15,Refunded
RE0000456,OR0086838,OL000202485,2025-11-06,Quality Issue,325.38,Refunded
RE0000457,OR0046597,OL000108479,2024-03-04,Quality Issue,9.66,Refunded
RE0000458,OR0061824,OL000144322,2024-11-22,Changed Mind,14.16,Exchange
RE0000459,OR0045269,OL000105359,2025-01-08,Changed Mind,225.26,Refunded
RE0000460,OR0066298,OL000154801,2024-01-09,Late Delivery,11.36,Refunded
RE0000461,OR0033597,OL000078304,2024-09-22,Price Match,3.75,Exchange
RE0000462,OR0087056,OL000203024,2025-12-29,Changed Mind,21.96,Refunded
RE0000463,OR0008833,OL000020770,2025-11-15,Price Match,11.2,Exchange
RE0000464,OR0071381,OL000166591,2026-01-11,Late Delivery,8.36,Refunded
RE0000465,OR0006583,OL000015445,2025-07-19,Wrong Item,5.83,Refunded
RE0000466,OR0016954,OL000039605,2023-09-04,Wrong Item,68.29,Exchange
RE0000467,OR0103878,OL000242405,2024-07-11,Price Match,13.69,Exchange
RE0000468,OR0109115,OL000254563,2026-01-12,Changed Mind,106.44,Exchange
RE0000469,OR0083569,OL000194790,2025-08-22,Wrong Item,22.58,Refunded
RE0000470,OR0088384,OL000206145,2025-08-20,Changed Mind,64.01,Refunded
RE0000471,OR0115263,OL000268921,2024-06-24,Duplicate Order,6.25,Refunded
RE0000472,OR0063223,OL000147614,2026-01-05,Price Match,34.7,Refunded
RE0000473,OR0029756,OL000069517,2025-04-24,Price Match,82.67,Refunded
RE0000474,OR0045858,OL000106694,2024-09-20,Damaged,73.7,Refunded
RE0000475,OR0018614,OL000043428,2024-07-30,Changed Mind,2.71,Refunded
RE0000476,OR0052118,OL000121559,2024-01-25,Late Delivery,90.54,Refunded
RE0000477,OR0015878,OL000037079,2025-09-28,Price Match,42.44,Exchange
RE0000478,OR0034719,OL000080905,2025-12-25,Price Match,68.29,Refunded
RE0000479,OR0074599,OL000174113,2024-02-06,Duplicate Order,44.06,Exchange
RE0000480,OR0015305,OL000035790,2025-06-27,Duplicate Order,46.33,Store Credit
RE0000481,OR0034172,OL000079621,2025-04-15,Quality Issue,61.99,Exchange
RE0000482,OR0058619,OL000136873,2023-10-24,Wrong Item,7.55,Refunded
RE0000483,OR0011360,OL000026774,2023-07-18,Duplicate Order,6.19,Refunded
RE0000484,OR0041967,OL000097762,2025-04-21,Duplicate Order,58.7,Refunded
RE0000485,OR0110979,OL000258910,2024-01-14,Late Delivery,51.97,Refunded
RE0000486,OR0105577,OL000246362,2024-06-30,Duplicate Order,44.8,Refunded
RE0000487,OR0065758,OL000153528,2024-06-17,Duplicate Order,22.26,Store Credit
RE0000488,OR0065697,OL000153377,2023-07-09,Duplicate Order,277.43,Refunded
RE0000489,OR0097097,OL000226507,2024-03-02,Duplicate Order,72.78,Refunded
RE0000490,OR0000360,OL000000863,2025-01-04,Duplicate Order,607.37,Refunded
RE0000491,OR0090279,OL000210557,2024-09-11,Late Delivery,50.37,Exchange
RE0000492,OR0066625,OL000155615,2024-07-12,Duplicate Order,163.09,Store Credit
RE0000493,OR0087654,OL000204417,2024-01-07,Changed Mind,21.2,Refunded
RE0000494,OR0038021,OL000088574,2025-02-13,Price Match,6.89,Refunded
RE0000495,OR0082108,OL000191408,2024-03-07,Changed Mind,30.12,Exchange
RE0000496,OR0043821,OL000102047,2025-08-29,Price Match,8.65,Store Credit
RE0000497,OR0091644,OL000213806,2025-05-25,Damaged,69.81,Refunded
RE0000498,OR0042816,OL000099703,2024-11-22,Duplicate Order,721.67,Exchange
RE0000499,OR0070851,OL000165365,2024-10-30,Damaged,40.11,Exchange
RE0000500,OR0076908,OL000179420,2023-10-28,Price Match,7.42,Store Credit
RE0000501,OR0068598,OL000160094,2024-10-08,Wrong Item,39.29,Store Credit
RE0000502,OR0074407,OL000173648,2023-03-22,Damaged,37.2,Refunded
RE0000503,OR0098097,OL000228818,2023-11-29,Damaged,20.03,Exchange
RE0000504,OR0053305,OL000124370,2023-12-08,Duplicate Order,138.92,Exchange
RE0000505,OR0114654,OL000267508,2025-10-22,Late Delivery,75.64,Store Credit
RE0000506,OR0004775,OL000011152,2024-05-16,Damaged,277.81,Exchange
RE0000507,OR0077549,OL000180884,2024-09-05,Changed Mind,19.65,Refunded
RE0000508,OR0120550,OL000281049,2024-05-04,Late Delivery,12.68,Exchange
RE0000509,OR0066836,OL000156135,2025-02-08,Quality Issue,787.1,Refunded
RE0000510,OR0032500,OL000075752,2023-11-01,Duplicate Order,34.47,Refunded
RE0000511,OR0094846,OL000221304,2023-06-20,Wrong Item,118.53,Exchange
RE0000512,OR0122021,OL000284545,2025-08-01,Wrong Item,21.26,Refunded
RE0000513,OR0116436,OL000271619,2023-07-25,Damaged,2.68,Exchange
RE0000514,OR0043723,OL000101823,2025-06-30,Changed Mind,2.81,Refunded
RE0000515,OR0125850,OL000293496,2025-01-23,Damaged,77.09,Refunded
RE0000516,OR0004500,OL000010488,2024-01-02,Late Delivery,19.68,Store Credit
RE0000517,OR0099550,OL000232244,2025-05-12,Wrong Item,805.82,Refunded
RE0000518,OR0070931,OL000165548,2025-02-01,Changed Mind,197.41,Refunded
RE0000519,OR0090683,OL000211565,2024-05-30,Duplicate Order,40.86,Store Credit
RE0000520,OR0009128,OL000021478,2025-11-13,Duplicate Order,202.15,Exchange
RE0000521,OR0047792,OL000111253,2024-05-04,Late Delivery,320.96,Refunded
RE0000522,OR0042489,OL000098940,2025-09-19,Changed Mind,142.76,Exchange
RE0000523,OR0003461,OL000008140,2023-11-27,Wrong Item,172.47,Refunded
RE0000524,OR0029848,OL000069717,2025-10-01,Changed Mind,549.81,Store Credit
RE0000525,OR0025382,OL000059311,2025-07-09,Damaged,1010.76,Refunded
RE0000526,OR0058628,OL000136897,2024-03-29,Price Match,69.02,Refunded
RE0000527,OR0092772,OL000216461,2024-10-25,Duplicate Order,22.4,Refunded
RE0000528,OR0012189,OL000028668,2024-05-01,Wrong Item,1510.55,Refunded
RE0000529,OR0024213,OL000056506,2025-09-01,Wrong Item,69.97,Refunded
RE0000530,OR0076066,OL000177499,2025-02-17,Wrong Item,23.73,Refunded
RE0000531,OR0038604,OL000089930,2024-07-01,Duplicate Order,5.09,Exchange
RE0000532,OR0056946,OL000133014,2025-10-07,Damaged,4.98,Refunded
RE0000533,OR0093144,OL000217351,2023-08-20,Quality Issue,195.8,Refunded
RE0000534,OR0128382,OL000299400,2024-09-08,Wrong Item,11.93,Store Credit
RE0000535,OR0084413,OL000196805,2024-10-08,Quality Issue,41.87,Exchange
RE0000536,OR0118680,OL000276697,2024-04-26,Quality Issue,48.11,Refunded
RE0000537,OR0039520,OL000092038,2025-07-05,Price Match,532.31,Store Credit
RE0000538,OR0022751,OL000052984,2023-05-30,Damaged,148.04,Refunded
RE0000539,OR0101779,OL000237366,2024-12-20,Price Match,45.78,Refunded
RE0000540,OR0035885,OL000083613,2024-10-30,Duplicate Order,43.82,Exchange
RE0000541,OR0026033,OL000060831,2024-09-11,Price Match,40.19,Refunded
RE0000542,OR0029197,OL000068180,2025-01-25,Damaged,223.57,Refunded
RE0000543,OR0106844,OL000249344,2023-03-30,Price Match,101.04,Exchange
RE0000544,OR0110274,OL000257284,2025-11-02,Late Delivery,650.67,Refunded
RE0000545,OR0059552,OL000139060,2023-08-04,Late Delivery,34.68,Refunded
RE0000546,OR0049059,OL000114198,2025-12-14,Damaged,5.33,Refunded
RE0000547,OR0125805,OL000293396,2024-09-13,Changed Mind,301.1,Refunded
RE0000548,OR0050923,OL000118694,2024-07-03,Late Delivery,93.83,Refunded
RE0000549,OR0103023,OL000240351,2024-05-13,Wrong Item,263.6,Refunded
RE0000550,OR0102938,OL000240152,2024-07-31,Quality Issue,6.72,Refunded
RE0000551,OR0112208,OL000261749,2024-06-17,Duplicate Order,108.05,Refunded
RE0000552,OR0092133,OL000214971,2023-08-07,Wrong Item,9.86,Store Credit
RE0000553,OR0052481,OL000122444,2024-02-18,Late Delivery,7.63,Refunded
RE0000554,OR0129230,OL000301378,2023-02-16,Late Delivery,13.22,Refunded
RE0000555,OR0098309,OL000229289,2025-10-23,Changed Mind,80.75,Refunded
RE0000556,OR0106903,OL000249486,2025-11-13,Price Match,100.37,Store Credit
RE0000557,OR0110435,OL000257676,2025-02-25,Late Delivery,14.71,Exchange
RE0000558,OR0041977,OL000097788,2024-08-03,Price Match,283.02,Refunded
RE0000559,OR0009370,OL000022028,2025-11-09,Damaged,19.62,Refunded
RE0000560,OR0097857,OL000228262,2023-12-17,Late Delivery,90.74,Refunded
RE0000561,OR0127243,OL000296737,2024-10-26,Changed Mind,83.27,Refunded
RE0000562,OR0052191,OL000121718,2025-08-13,Wrong Item,297.74,Exchange
RE0000563,OR0089522,OL000208766,2024-11-02,Damaged,32.34,Refunded
RE0000564,OR0100849,OL000235204,2025-04-27,Changed Mind,34.33,Exchange
RE0000565,OR0029614,OL000069174,2025-04-27,Wrong Item,17.51,Refunded
RE0000566,OR0123087,OL000287062,2023-09-01,Duplicate Order,8.46,Refunded
RE0000567,OR0035033,OL000081601,2024-01-05,Damaged,186.49,Refunded
RE0000568,OR0103476,OL000241420,2024-09-13,Price Match,16.59,Refunded
RE0000569,OR0108458,OL000253064,2025-01-10,Duplicate Order,60.69,Refunded
RE0000570,OR0118178,OL000275599,2024-05-19,Damaged,4.56,Store Credit
RE0000571,OR0016686,OL000038980,2024-01-02,Changed Mind,13.76,Store Credit
RE0000572,OR0087117,OL000203166,2024-03-13,Quality Issue,269.18,Refunded
RE0000573,OR0108711,OL000253638,2025-12-23,Quality Issue,7.83,Refunded
RE0000574,OR0007600,OL000017900,2025-04-09,Damaged,205.12,Refunded
RE0000575,OR0006233,OL000014619,2025-08-27,Damaged,23.03,Refunded
RE0000576,OR0047198,OL000109902,2025-07-02,Price Match,8.92,Refunded
RE0000577,OR0054132,OL000126286,2023-07-19,Wrong Item,11.86,Refunded
RE0000578,OR0103534,OL000241560,2025-11-04,Wrong Item,31.34,Store Credit
RE0000579,OR0047676,OL000111007,2025-02-12,Wrong Item,143.21,Refunded
RE0000580,OR0022884,OL000053285,2024-04-19,Late Delivery,12.64,Exchange
RE0000581,OR0121332,OL000282916,2023-05-19,Duplicate Order,136.58,Refunded
RE0000582,OR0028298,OL000066090,2023-08-16,Damaged,43.29,Refunded
RE0000583,OR0084251,OL000196440,2026-01-29,Price Match,6.39,Exchange
RE0000584,OR0023318,OL000054324,2023-12-12,Changed Mind,9.59,Store Credit
RE0000585,OR0102472,OL000238994,2024-10-01,Late Delivery,11.17,Store Credit
RE0000586,OR0117842,OL000274804,2024-04-26,Wrong Item,683.1,Store Credit
RE0000587,OR0040984,OL000095438,2025-09-10,Quality Issue,2.55,Refunded
RE0000588,OR0010075,OL000023689,2025-02-06,Duplicate Order,154.88,Refunded
RE0000589,OR0045501,OL000105891,2025-10-26,Price Match,55.71,Refunded
RE0000590,OR0043701,OL000101768,2025-06-23,Quality Issue,66.99,Refunded
RE0000591,OR0056652,OL000132329,2024-07-28,Wrong Item,5.28,Refunded
RE0000592,OR0101080,OL000235731,2024-02-21,Changed Mind,125.66,Refunded
RE0000593,OR0108253,OL000252602,2024-06-25,Price Match,436.29,Store Credit
RE0000594,OR0051576,OL000120249,2025-07-25,Price Match,108.09,Refunded
RE0000595,OR0045486,OL000105856,2025-05-01,Duplicate Order,16.38,Refunded
RE0000596,OR0093836,OL000218996,2025-09-10,Price Match,1493.78,Store Credit
RE0000597,OR0020560,OL000047919,2025-10-20,Wrong Item,51.8,Refunded
RE0000598,OR0092269,OL000215278,2024-07-27,Changed Mind,205.59,Exchange
RE0000599,OR0116891,OL000272617,2023-02-19,Wrong Item,60.88,Store Credit
RE0000600,OR0078105,OL000182167,2025-06-20,Duplicate Order,100.41,Refunded
RE0000601,OR0062953,OL000146957,2023-07-28,Wrong Item,300.9,Exchange
RE0000602,OR0021240,OL000049583,2025-03-03,Price Match,117.73,Refunded
RE0000603,OR0042584,OL000099164,2025-01-31,Price Match,50.86,Refunded
RE0000604,OR0069632,OL000162535,2024-02-27,Duplicate Order,525.35,Refunded
RE0000605,OR0000716,OL000001709,2023-09-02,Wrong Item,10.48,Exchange
RE0000606,OR0073736,OL000172055,2023-03-31,Wrong Item,3.75,Store Credit
RE0000607,OR0096307,OL000224649,2025-06-04,Wrong Item,17.09,Refunded
RE0000608,OR0101648,OL000237062,2025-02-11,Quality Issue,208.63,Store Credit
RE0000609,OR0118775,OL000276931,2023-02-21,Wrong Item,5.96,Store Credit
RE0000610,OR0070755,OL000165146,2023-04-03,Late Delivery,104.85,Refunded
RE0000611,OR0122973,OL000286783,2024-03-21,Price Match,20.97,Refunded
RE0000612,OR0126795,OL000295699,2023-05-06,Quality Issue,9.22,Refunded
RE0000613,OR0002528,OL000005980,2023-10-29,Changed Mind,35.32,Refunded
RE0000614,OR0023255,OL000054176,2023-05-30,Damaged,17.57,Refunded
RE0000615,OR0113364,OL000264478,2024-07-26,Price Match,5.93,Refunded
RE0000616,OR0063301,OL000147762,2024-10-14,Duplicate Order,11.67,Exchange
RE0000617,OR0070729,OL000165096,2023-05-04,Damaged,16.69,Refunded
RE0000618,OR0059980,OL000140029,2025-03-04,Quality Issue,22.65,Refunded
RE0000619,OR0116308,OL000271315,2025-01-12,Damaged,5.91,Refunded
RE0000620,OR0110370,OL000257510,2025-09-20,Changed Mind,7.17,Exchange
RE0000621,OR0092710,OL000216303,2025-01-23,Duplicate Order,20.72,Exchange
RE0000622,OR0051829,OL000120885,2024-01-11,Damaged,9.62,Exchange
RE0000623,OR0017391,OL000040596,2025-08-11,Wrong Item,57.24,Exchange
RE0000624,OR0056707,OL000132451,2025-01-07,Price Match,65.27,Exchange
RE0000625,OR0109705,OL000255955,2024-07-08,Changed Mind,8.75,Refunded
RE0000626,OR0101478,OL000236664,2025-05-16,Changed Mind,5.41,Refunded
RE0000627,OR0058033,OL000135523,2026-01-11,Damaged,11.81,Refunded
RE0000628,OR0114926,OL000268129,2025-11-09,Price Match,5.65,Refunded
RE0000629,OR0054662,OL000127551,2025-05-21,Damaged,140.06,Refunded
RE0000630,OR0031316,OL000073070,2024-12-03,Duplicate Order,11.47,Refunded
RE0000631,OR0004766,OL000011125,2025-11-03,Duplicate Order,61.24,Exchange
RE0000632,OR0092177,OL000215074,2023-12-07,Damaged,29.98,Exchange
RE0000633,OR0094847,OL000221305,2025-03-26,Duplicate Order,112.78,Refunded
