order_id,customer_id,store_id,sales_channel,order_datetime,campaign_id,payment_method,fulfillment_type
OR0000276,CU017929,ONLINE,Online,2024-10-26 18:14:00,UNKNOWN,Credit Card,Express
OR0000277,CU041880,ST0115,In-Store,2023-09-01 15:24:00,CA00714,Cash,Standard
OR0000278,CU028440,ST0007,In-Store,2024-04-05 12:28:00,CA00284,PayPal,Pickup
OR0000279,CU047372,ST0010,Mobile App,2025-07-15 14:21:00,UNKNOWN,Debit Card,Express
OR0000280,CU019002,ST0071,In-Store,2024-02-10 08:19:00,UNKNOWN,PayPal,Standard
OR0000281,CU000396,ONLINE,Mobile App,2024-05-05 17:42:00,CA00831,PayPal,Standard
OR0000282,CU007393,ST0087,In-Store,2025-01-01 21:05:00,UNKNOWN,Credit Card,Standard
OR0000283,CU001420,ONLINE,Mobile App,2024-11-12 20:36:00,UNKNOWN,Gift Card,Standard
OR0000284,CU000707,ONLINE,Marketplace,2025-05-08 14:32:00,CA00302,Credit Card,Standard
OR0000285,CU000449,ONLINE,Mobile App,2025-02-22 20:09:00,UNKNOWN,Cash,Pickup
OR0000286,CU015727,ST0080,In-Store,2024-07-16 12:01:00,CA00060,Credit Card,Standard
OR0000287,CU034351,ST0043,In-Store,2025-04-01 08:35:00,UNKNOWN,Cash,Standard
OR0000288,CU030043,ONLINE,Mobile App,2023-09-29 21:34:00,UNKNOWN,Debit Card,Standard
OR0000289,CU019977,ST0076,Marketplace,2023-10-16 19:10:00,UNKNOWN,PayPal,Standard
OR0000290,CU024369,ST0040,Mobile App,2024-08-19 19:40:00,UNKNOWN,Credit Card,Standard
OR0000291,CU029405,ONLINE,Mobile App,2025-02-11 19:35:00,CA00077,Cash,Standard
OR0000292,CU045647,ST0085,In-Store,2024-11-01 13:06:00,UNKNOWN,Gift Card,Express
OR0000293,CU033956,ST0094,In-Store,2023-12-18 18:12:00,UNKNOWN,Debit Card,Pickup
OR0000294,CU032341,ST0075,Online,2025-06-13 17:45:00,CA00641,PayPal,Pickup
OR0000295,CU037422,ST0063,In-Store,2023-12-03 17:03:00,UNKNOWN,Credit Card,Express
OR0000296,CU029658,ONLINE,Mobile App,2024-10-10 18:51:00,UNKNOWN,Cash,Standard
OR0000297,CU027843,ONLINE,Online,2023-10-28 11:18:00,UNKNOWN,Credit Card,Standard
OR0000298,CU038452,ST0096,In-Store,2024-02-06 21:09:00,CA00585,Credit Card,Standard
OR0000299,CU029732,ONLINE,Mobile App,2024-03-13 10:12:00,UNKNOWN,PayPal,Standard
OR0000300,CU025971,ONLINE,Online,2023-07-31 13:12:00,UNKNOWN,Gift Card,Standard
OR0000301,CU028840,ONLINE,Marketplace,2024-11-15 17:34:00,UNKNOWN,Credit Card,Pickup
OR0000302,CU033064,ONLINE,Online,2024-04-18 12:24:00,UNKNOWN,Credit Card,Same Day
OR0000303,CU035851,ONLINE,Marketplace,2025-10-08 11:02:00,CA00486,PayPal,Express
OR0000304,CU039025,ONLINE,Marketplace,2024-02-09 14:22:00,UNKNOWN,Credit Card,Express
OR0000305,CU011599,ST0025,In-Store,2023-08-24 16:06:00,UNKNOWN,Cash,Express
OR0000306,CU034195,ST0089,In-Store,2025-06-05 18:20:00,CA00223,Credit Card,Standard
OR0000307,CU047511,ONLINE,Online,2025-09-15 09:02:00,CA00888,Credit Card,Standard
OR0000308,CU002939,ST0098,Online,2023-06-01 13:15:00,UNKNOWN,Debit Card,Standard
OR0000309,CU043700,ST0082,In-Store,2025-06-10 19:02:00,UNKNOWN,Credit Card,Express
OR0000310,CU030849,ST0104,In-Store,2025-01-24 17:16:00,UNKNOWN,Credit Card,Express
OR0000311,CU035746,ST0042,Mobile App,2025-01-02 16:04:00,UNKNOWN,Cash,Standard
OR0000312,CU028363,ST0048,Mobile App,2025-02-16 22:17:00,UNKNOWN,Gift Card,Pickup
OR0000313,CU016353,ST0107,In-Store,2025-07-23 19:42:00,CA00881,Cash,Standard
OR0000314,CU014596,ST0041,Online,2024-11-27 11:29:00,UNKNOWN,PayPal,Express
OR0000315,CU005299,ST0027,In-Store,2025-04-13 22:36:00,UNKNOWN,PayPal,Standard
OR0000316,CU020832,ST0082,Online,2023-08-25 18:20:00,UNKNOWN,Cash,Express
OR0000317,CU019794,ST0034,In-Store,2024-11-21 12:08:00,CA00468,Credit Card,Pickup
OR0000318,CU046235,ST0090,In-Store,2025-04-29 14:43:00,CA00408,Debit Card,Standard
OR0000319,CU001225,ST0061,Online,2023-03-18 08:12:00,CA00010,Credit Card,Express
OR0000320,CU043411,ST0092,In-Store,2025-08-07 08:04:00,CA00414,Gift Card,Pickup
OR0000321,CU022891,ST0114,Online,2025-05-19 22:05:00,UNKNOWN,Gift Card,Standard
OR0000322,CU040860,ST0016,Online,2024-09-18 10:27:00,UNKNOWN,Credit Card,Standard
OR0000323,CU000132,ST0001,Online,2025-04-07 12:57:00,UNKNOWN,Credit Card,Standard
OR0000324,CU046620,ONLINE,Marketplace,2023-07-12 11:05:00,CA00216,Cash,Standard
OR0000325,CU029776,ST0008,Online,2024-05-28 08:43:00,CA00655,Cash,Standard
OR0000326,CU010649,ST0039,Mobile App,2025-05-17 22:01:00,CA00376,PayPal,Standard
OR0000327,CU008176,ST0003,Online,2023-12-09 22:14:00,UNKNOWN,PayPal,Standard
OR0000328,CU024490,ST0040,In-Store,2024-11-23 20:42:00,CA00374,PayPal,Standard
OR0000329,CU034440,ONLINE,Marketplace,2024-08-31 21:46:00,UNKNOWN,Debit Card,Standard
OR0000330,CU025055,ST0066,In-Store,2024-07-28 16:34:00,CA00127,Debit Card,Express
OR0000331,CU025175,ONLINE,Mobile App,2024-08-02 10:44:00,UNKNOWN,Credit Card,Express
OR0000332,CU003951,ST0115,Online,2023-07-19 20:45:00,CA00023,Credit Card,Standard
OR0000333,CU039595,ST0120,In-Store,2024-07-24 14:51:00,UNKNOWN,Credit Card,Standard
OR0000334,CU032894,ST0098,In-Store,2023-07-26 18:44:00,UNKNOWN,Credit Card,Standard
OR0000335,CU044698,ST0077,In-Store,2023-03-05 08:19:00,UNKNOWN,Credit Card,Standard
OR0000336,CU023093,ST0053,Online,2024-01-11 16:12:00,CA00072,Debit Card,Standard
OR0000337,CU009915,ST0019,Online,2025-05-22 20:36:00,CA00753,Credit Card,Standard
OR0000338,CU038791,ST0116,In-Store,2025-05-22 16:12:00,UNKNOWN,PayPal,Standard
OR0000339,CU039200,ONLINE,Mobile App,2024-10-13 18:58:00,UNKNOWN,Credit Card,Express
OR0000340,CU041667,ST0090,Online,2025-09-03 16:48:00,CA00842,Gift Card,Express
OR0000341,CU044533,ONLINE,Online,2025-03-01 19:17:00,UNKNOWN,Credit Card,Pickup
OR0000342,CU047785,ONLINE,Online,2025-08-16 18:45:00,UNKNOWN,Credit Card,Standard
OR0000343,CU010829,ST0045,Marketplace,2025-04-25 12:20:00,UNKNOWN,PayPal,Standard
OR0000344,CU000070,ONLINE,Marketplace,2024-02-26 08:00:00,UNKNOWN,Cash,Express
OR0000345,CU009734,ST0007,In-Store,2023-05-25 19:40:00,UNKNOWN,PayPal,Standard
OR0000346,CU023119,ST0064,Marketplace,2025-06-14 18:14:00,CA00343,Credit Card,Standard
OR0000347,CU007709,ST0050,Mobile App,2023-09-08 20:13:00,UNKNOWN,PayPal,Express
OR0000348,CU017909,ST0009,In-Store,2025-12-08 18:27:00,UNKNOWN,Gift Card,Standard
OR0000349,CU016815,ST0011,Online,2024-07-11 17:54:00,UNKNOWN,Debit Card,Pickup
OR0000350,CU010181,ONLINE,Online,2024-06-22 13:24:00,UNKNOWN,Credit Card,Standard
OR0000351,CU010559,ST0012,Mobile App,2024-09-01 08:23:00,CA00030,Credit Card,Standard
OR0000352,CU011515,ONLINE,Online,2024-11-11 10:48:00,CA00283,Credit Card,Standard
OR0000353,CU008945,ST0089,In-Store,2023-10-14 21:13:00,CA00071,PayPal,Standard
OR0000354,CU032848,ST0073,In-Store,2025-12-10 14:17:00,UNKNOWN,Credit Card,Standard
OR0000355,CU046959,ONLINE,Marketplace,2025-09-05 13:12:00,UNKNOWN,Gift Card,Same Day
OR0000356,CU039176,ST0084,Online,2025-06-03 12:20:00,UNKNOWN,Credit Card,Express
OR0000357,CU038869,ST0039,In-Store,2024-10-21 12:19:00,UNKNOWN,Credit Card,Standard
OR0000358,CU035957,ST0086,Mobile App,2025-12-11 13:16:00,UNKNOWN,Credit Card,Express
OR0000359,CU047460,ST0084,In-Store,2024-03-15 22:06:00,CA00579,Credit Card,Standard
OR0000360,CU048708,ST0018,Mobile App,2024-12-28 10:24:00,UNKNOWN,Debit Card,Standard
OR0000361,CU000477,ST0002,In-Store,2025-12-25 14:13:00,UNKNOWN,Gift Card,Standard
OR0000362,CU041251,ST0048,Mobile App,2024-06-01 16:05:00,CA00605,PayPal,Standard
OR0000363,CU016928,ONLINE,Online,2024-12-28 10:42:00,CA00220,Credit Card,Pickup
OR0000364,CU004021,ST0081,Marketplace,2025-01-07 22:25:00,UNKNOWN,Cash,Express
OR0000365,CU037578,ST0101,In-Store,2025-05-29 08:52:00,CA00224,PayPal,Pickup
OR0000366,CU040573,ONLINE,Mobile App,2024-06-30 11:47:00,CA00365,Debit Card,Standard
OR0000367,CU023497,ONLINE,Online,2025-03-28 09:21:00,CA00890,Cash,Standard
OR0000368,CU020749,ST0069,Online,2025-03-10 17:58:00,UNKNOWN,PayPal,Express
OR0000369,CU036455,ONLINE,Mobile App,2025-09-09 22:48:00,UNKNOWN,Cash,Standard
OR0000370,CU032424,ST0087,Marketplace,2024-07-28 08:50:00,CA00897,Credit Card,Standard
OR0000371,CU045472,ST0034,In-Store,2025-12-09 09:43:00,UNKNOWN,Cash,Pickup
OR0000372,CU041315,ONLINE,Mobile App,2025-01-09 13:59:00,UNKNOWN,Debit Card,Standard
OR0000373,CU004755,ST0014,Online,2024-08-19 19:06:00,UNKNOWN,Credit Card,Standard
OR0000374,CU018271,ST0062,Online,2025-06-02 19:25:00,CA00586,Credit Card,Pickup
OR0000375,CU037607,ST0052,Mobile App,2025-05-14 11:12:00,UNKNOWN,Credit Card,Standard
OR0000376,CU006295,ONLINE,Online,2024-03-24 17:30:00,UNKNOWN,Cash,Standard
OR0000377,CU017444,ST0074,Mobile App,2025-10-21 16:35:00,UNKNOWN,PayPal,Pickup
OR0000378,CU013656,ST0021,In-Store,2024-12-04 21:51:00,UNKNOWN,PayPal,Standard
OR0000379,CU021425,ONLINE,Online,2025-10-09 17:50:00,UNKNOWN,Credit Card,Standard
OR0000380,CU019256,ST0007,Mobile App,2025-03-15 18:23:00,UNKNOWN,Credit Card,Standard
OR0000381,CU047314,ST0113,In-Store,2025-03-19 18:11:00,UNKNOWN,Debit Card,Standard
OR0000382,CU045153,ST0026,In-Store,2025-02-03 15:21:00,CA00447,Cash,Express
OR0000383,CU036236,ST0009,Online,2024-11-11 19:15:00,UNKNOWN,Debit Card,Pickup
OR0000384,CU003172,ONLINE,Mobile App,2025-06-01 14:37:00,CA00857,Credit Card,Standard
OR0000385,CU002334,ST0058,In-Store,2024-10-31 09:20:00,UNKNOWN,PayPal,Standard
OR0000386,CU042230,ST0096,Mobile App,2023-03-29 17:45:00,UNKNOWN,Debit Card,Standard
OR0000387,CU015774,ONLINE,Online,2023-01-13 21:33:00,UNKNOWN,Credit Card,Same Day
OR0000388,CU003495,ST0034,Online,2025-08-15 18:58:00,UNKNOWN,PayPal,Standard
OR0000389,CU017834,ST0084,Online,2023-02-25 20:40:00,CA00761,Credit Card,Pickup
OR0000390,CU036491,ST0073,Online,2024-10-30 10:41:00,UNKNOWN,Cash,Standard
OR0000391,CU013395,ST0099,In-Store,2025-03-29 13:23:00,UNKNOWN,Debit Card,Express
OR0000392,CU004035,ST0034,In-Store,2025-10-20 11:43:00,UNKNOWN,Credit Card,Same Day
OR0000393,CU039048,ST0086,Online,2023-07-23 09:31:00,UNKNOWN,Credit Card,Pickup
OR0000394,CU012328,ONLINE,Online,2024-09-16 12:46:00,CA00345,Debit Card,Standard
OR0000395,CU023449,ST0048,Online,2025-01-26 19:42:00,UNKNOWN,Credit Card,Express
OR0000396,CU015556,ST0083,Online,2025-07-25 20:31:00,CA00695,Credit Card,Standard
OR0000397,CU022155,ST0048,Mobile App,2024-07-03 10:45:00,UNKNOWN,PayPal,Standard
OR0000398,CU045161,ST0096,In-Store,2024-02-03 16:43:00,CA00510,Credit Card,Express
OR0000399,CU001272,ST0036,Mobile App,2024-08-14 16:17:00,CA00532,Debit Card,Express
OR0000400,CU000185,ST0108,Mobile App,2024-11-16 14:20:00,CA00504,Credit Card,Standard
OR0000401,CU044151,ST0010,Online,2023-03-14 18:07:00,UNKNOWN,Debit Card,Standard
OR0000402,CU024299,ONLINE,Online,2023-02-11 15:24:00,UNKNOWN,Credit Card,Standard
OR0000403,CU036831,ST0006,Mobile App,2025-05-14 08:30:00,UNKNOWN,Credit Card,Standard
OR0000404,CU033175,ST0058,In-Store,2025-12-25 19:19:00,UNKNOWN,Credit Card,Pickup
OR0000405,CU000184,ST0019,In-Store,2025-07-18 16:11:00,UNKNOWN,Credit Card,Express
OR0000406,CU026235,ST0001,In-Store,2023-08-07 20:45:00,CA00097,PayPal,Standard
OR0000407,CU009387,ST0034,Online,2023-07-13 09:04:00,UNKNOWN,Credit Card,Standard
OR0000408,CU029876,ST0119,Online,2024-06-17 14:51:00,CA00323,Credit Card,Standard
OR0000409,CU045647,ST0102,In-Store,2023-11-17 12:13:00,CA00403,Credit Card,Express
OR0000410,CU033898,ST0073,Mobile App,2025-09-08 10:05:00,UNKNOWN,Debit Card,Standard
OR0000411,CU001815,ONLINE,Online,2024-12-18 11:58:00,UNKNOWN,Credit Card,Standard
OR0000412,CU028201,ST0083,In-Store,2025-04-27 20:46:00,CA00370,Debit Card,Standard
OR0000413,CU028541,ST0071,Online,2023-10-07 11:26:00,UNKNOWN,PayPal,Standard
OR0000414,CU013299,ST0006,Online,2025-11-22 14:24:00,UNKNOWN,Credit Card,Express
OR0000415,CU022251,ST0046,In-Store,2024-01-15 08:53:00,UNKNOWN,Credit Card,Pickup
OR0000416,CU025697,ST0084,Online,2024-11-07 09:21:00,UNKNOWN,Credit Card,Standard
OR0000417,CU029956,ST0096,In-Store,2024-04-25 19:50:00,CA00541,Credit Card,Standard
OR0000418,CU031853,ST0034,Mobile App,2025-07-11 08:18:00,CA00550,Cash,Pickup
OR0000419,CU015643,ST0053,Online,2023-08-03 15:54:00,UNKNOWN,Cash,Express
OR0000420,CU025048,ST0118,Marketplace,2025-03-16 19:32:00,UNKNOWN,Credit Card,Pickup
OR0000421,CU009770,ONLINE,Mobile App,2025-04-13 12:35:00,UNKNOWN,Cash,Standard
OR0000422,CU036709,ST0032,Marketplace,2023-10-16 10:41:00,CA00218,Cash,Pickup
OR0000423,CU016930,ST0077,In-Store,2025-04-11 09:07:00,CA00209,PayPal,Express
OR0000424,CU006037,ST0062,Online,2024-06-20 21:33:00,CA00502,Credit Card,Standard
OR0000425,CU027697,ST0079,In-Store,2025-05-21 21:23:00,CA00724,PayPal,Express
OR0000426,CU049521,ST0017,Online,2023-06-15 11:39:00,UNKNOWN,Debit Card,Standard
OR0000427,CU017489,ONLINE,Online,2023-07-05 21:36:00,UNKNOWN,Credit Card,Standard
OR0000428,CU004084,ST0061,In-Store,2025-10-03 21:09:00,UNKNOWN,Credit Card,Standard
OR0000429,CU025512,ST0036,In-Store,2025-08-21 14:30:00,UNKNOWN,Credit Card,Pickup
OR0000430,CU043919,ST0025,In-Store,2025-01-24 10:55:00,CA00569,Credit Card,Standard
OR0000431,CU032378,ST0079,In-Store,2025-01-24 16:06:00,CA00441,Credit Card,Standard
OR0000432,CU003233,ST0046,Marketplace,2023-08-06 13:21:00,CA00455,Credit Card,Express
OR0000433,CU018832,ST0005,Online,2024-12-18 13:30:00,CA00875,Credit Card,Standard
OR0000434,CU048479,ST0044,Mobile App,2024-06-08 22:13:00,UNKNOWN,Credit Card,Express
OR0000435,CU013490,ST0107,Online,2023-09-14 10:39:00,CA00492,PayPal,Standard
OR0000436,CU027258,ONLINE,Mobile App,2025-10-30 10:35:00,UNKNOWN,Gift Card,Standard
OR0000437,CU013047,ST0109,Mobile App,2023-07-11 11:49:00,UNKNOWN,Debit Card,Standard
OR0000438,CU035897,ONLINE,Mobile App,2024-03-25 15:18:00,CA00135,PayPal,Standard
OR0000439,CU001596,ST0066,In-Store,2023-10-21 10:20:00,UNKNOWN,Credit Card,Pickup
OR0000440,CU002196,ONLINE,Mobile App,2023-06-18 09:55:00,UNKNOWN,Cash,Pickup
OR0000441,CU000885,ST0096,Mobile App,2024-12-25 10:34:00,UNKNOWN,Credit Card,Pickup
OR0000442,CU035635,ST0026,In-Store,2023-07-15 13:07:00,UNKNOWN,Debit Card,Standard
OR0000443,CU048613,ST0094,Online,2024-11-30 19:40:00,CA00240,PayPal,Same Day
OR0000444,CU003188,ST0056,In-Store,2023-12-17 21:44:00,UNKNOWN,Credit Card,Express
OR0000445,CU004015,ST0005,In-Store,2025-03-13 12:27:00,UNKNOWN,Cash,Standard
OR0000446,CU010036,ONLINE,Mobile App,2024-03-30 10:39:00,UNKNOWN,PayPal,Standard
OR0000447,CU032886,ST0070,Online,2025-09-15 09:01:00,UNKNOWN,PayPal,Same Day
OR0000448,CU015477,ST0060,Marketplace,2024-05-08 14:01:00,UNKNOWN,Credit Card,Standard
OR0000449,CU044947,ST0052,In-Store,2024-07-20 13:39:00,UNKNOWN,Debit Card,Pickup
OR0000450,CU049768,ST0061,Marketplace,2024-05-15 21:00:00,CA00165,Cash,Express
OR0000451,CU015500,ST0092,Mobile App,2024-05-29 20:48:00,CA00485,Cash,Express
OR0000452,CU033049,ONLINE,Marketplace,2023-12-12 18:32:00,CA00579,PayPal,Express
OR0000453,CU010821,ONLINE,Mobile App,2024-08-22 15:29:00,UNKNOWN,Cash,Standard
OR0000454,CU004676,ST0108,Online,2025-01-20 13:32:00,CA00337,Gift Card,Standard
OR0000455,CU044641,ONLINE,Online,2025-07-18 16:56:00,UNKNOWN,PayPal,Pickup
OR0000456,CU032042,ST0101,Mobile App,2025-08-06 19:04:00,CA00741,Debit Card,Standard
OR0000457,CU026700,ST0004,Online,2024-07-31 15:31:00,CA00448,Debit Card,Standard
OR0000458,CU025018,ONLINE,Online,2025-06-12 15:50:00,CA00344,Gift Card,Standard
OR0000459,CU049031,ST0102,In-Store,2024-07-20 17:41:00,UNKNOWN,Cash,Express
OR0000460,CU020381,ST0063,In-Store,2025-08-17 13:02:00,UNKNOWN,Gift Card,Standard
OR0000461,CU034242,ONLINE,Online,2025-02-22 19:44:00,UNKNOWN,Cash,Standard
OR0000462,CU032143,ST0089,In-Store,2024-05-13 19:47:00,UNKNOWN,PayPal,Pickup
OR0000463,CU023654,ST0078,Mobile App,2025-08-29 11:16:00,UNKNOWN,PayPal,Express
OR0000464,CU039266,ST0023,In-Store,2024-04-27 21:42:00,UNKNOWN,Debit Card,Express
OR0000465,CU034273,ST0016,Online,2024-04-01 13:14:00,UNKNOWN,Credit Card,Standard
OR0000466,CU004791,ST0066,Online,2024-10-08 14:42:00,CA00534,Credit Card,Express
OR0000467,CU002055,ST0084,Mobile App,2025-03-04 18:40:00,CA00524,Debit Card,Express
OR0000468,CU001326,ST0048,In-Store,2024-03-02 08:58:00,UNKNOWN,Credit Card,Standard
OR0000469,CU036029,ST0102,Online,2024-08-10 21:24:00,UNKNOWN,Cash,Standard
OR0000470,CU024870,ST0012,Online,2024-04-02 08:35:00,CA00501,Credit Card,Pickup
OR0000471,CU043055,ST0023,In-Store,2025-10-04 08:08:00,UNKNOWN,Cash,Same Day
OR0000472,CU024059,ST0045,Online,2025-11-12 12:03:00,UNKNOWN,Credit Card,Standard
OR0000473,CU020536,ST0080,In-Store,2024-06-23 12:21:00,UNKNOWN,Debit Card,Express
OR0000474,CU044025,ST0036,Online,2023-10-13 12:57:00,UNKNOWN,PayPal,Standard
OR0000475,CU046392,ONLINE,Marketplace,2024-08-19 13:33:00,CA00532,Credit Card,Standard
OR0000476,CU019119,ST0011,Online,2024-05-13 11:18:00,UNKNOWN,Gift Card,Standard
OR0000477,CU026927,ST0041,In-Store,2024-12-09 15:20:00,UNKNOWN,PayPal,Express
OR0000478,CU046786,ONLINE,Mobile App,2025-10-14 19:33:00,UNKNOWN,Credit Card,Express
OR0000479,CU043017,ONLINE,Marketplace,2025-05-05 15:25:00,UNKNOWN,Credit Card,Standard
OR0000480,CU043558,ST0046,Mobile App,2025-10-14 10:47:00,CA00165,PayPal,Standard
OR0000481,CU011999,ST0093,Online,2025-12-18 17:12:00,UNKNOWN,Debit Card,Pickup
OR0000482,CU035500,ST0032,In-Store,2023-01-06 10:08:00,UNKNOWN,Cash,Pickup
OR0000483,CU004101,ST0058,In-Store,2023-06-07 13:35:00,UNKNOWN,Credit Card,Standard
OR0000484,CU017065,ST0090,Marketplace,2024-08-12 11:56:00,UNKNOWN,Credit Card,Pickup
OR0000485,CU022035,ST0007,Online,2025-09-03 11:38:00,CA00199,PayPal,Pickup
OR0000486,CU001448,ST0006,Mobile App,2024-09-20 09:36:00,UNKNOWN,Debit Card,Standard
OR0000487,CU039399,ST0031,In-Store,2025-05-13 16:33:00,UNKNOWN,Cash,Standard
OR0000488,CU006469,ST0068,Mobile App,2023-03-11 15:27:00,UNKNOWN,Credit Card,Standard
OR0000489,CU004022,ONLINE,Marketplace,2024-10-04 10:52:00,UNKNOWN,Gift Card,Standard
OR0000490,CU008716,ONLINE,Mobile App,2024-05-12 19:40:00,UNKNOWN,Credit Card,Express
OR0000491,CU006297,ST0005,In-Store,2023-08-08 16:09:00,UNKNOWN,Debit Card,Standard
OR0000492,CU033832,ONLINE,Online,2024-06-13 18:16:00,UNKNOWN,Cash,Standard
OR0000493,CU029710,ST0056,Online,2025-08-01 08:59:00,UNKNOWN,Credit Card,Same Day
OR0000494,CU046552,ST0035,Online,2023-08-23 20:24:00,CA00425,Credit Card,Express
OR0000495,CU027758,ONLINE,Online,2025-11-30 12:35:00,UNKNOWN,PayPal,Standard
OR0000496,CU018024,ST0089,Mobile App,2024-03-04 20:28:00,UNKNOWN,Credit Card,Pickup
OR0000497,CU025763,ST0006,Online,2025-11-30 20:15:00,UNKNOWN,Credit Card,Standard
OR0000498,CU017455,ST0066,Mobile App,2025-09-19 18:18:00,UNKNOWN,Debit Card,Standard
OR0000499,CU045793,ST0081,In-Store,2025-04-20 16:43:00,CA00303,Credit Card,Standard
OR0000500,CU015749,ST0114,Mobile App,2024-02-23 21:01:00,UNKNOWN,Credit Card,Standard
OR0000501,CU024041,ONLINE,Mobile App,2024-11-19 21:21:00,CA00269,Debit Card,Standard
OR0000502,CU003082,ST0082,Mobile App,2024-10-20 15:34:00,UNKNOWN,Credit Card,Express
OR0000503,CU047263,ONLINE,Mobile App,2023-08-02 08:49:00,UNKNOWN,Cash,Express
OR0000504,CU008682,ST0004,Mobile App,2023-03-14 17:12:00,UNKNOWN,Debit Card,Standard
OR0000505,CU047195,ST0078,In-Store,2024-09-30 22:51:00,UNKNOWN,PayPal,Standard
OR0000506,CU020534,ST0107,Online,2025-10-28 09:03:00,UNKNOWN,Cash,Standard
OR0000507,CU025592,ST0003,In-Store,2025-10-01 13:09:00,CA00353,Credit Card,Express
OR0000508,CU007151,ST0119,In-Store,2025-04-22 22:53:00,CA00685,Credit Card,Express
OR0000509,CU000632,ST0012,In-Store,2024-01-22 19:22:00,CA00709,Credit Card,Standard
OR0000510,CU012355,ONLINE,Mobile App,2024-03-25 10:48:00,UNKNOWN,Credit Card,Express
OR0000511,CU039284,ST0113,Online,2024-10-12 12:37:00,UNKNOWN,PayPal,Standard
OR0000512,CU023435,ST0103,Marketplace,2025-12-12 19:48:00,CA00070,Credit Card,Standard
OR0000513,CU005177,ST0085,In-Store,2024-07-04 17:55:00,UNKNOWN,Debit Card,Express
OR0000514,CU011340,ST0024,Mobile App,2024-02-27 11:13:00,CA00831,Debit Card,Standard
OR0000515,CU003774,ONLINE,Online,2025-12-03 21:13:00,UNKNOWN,Credit Card,Standard
OR0000516,CU011144,ST0003,In-Store,2024-12-24 13:37:00,UNKNOWN,Credit Card,Standard
OR0000517,CU024261,ONLINE,Marketplace,2023-12-03 12:05:00,CA00538,Debit Card,Same Day
OR0000518,CU011858,ST0102,Online,2023-06-04 10:25:00,CA00550,Gift Card,Same Day
OR0000519,CU046756,ONLINE,Mobile App,2025-06-15 09:58:00,CA00567,Credit Card,Standard
OR0000520,CU033855,ST0032,Mobile App,2023-07-05 20:32:00,UNKNOWN,Cash,Same Day
OR0000521,CU000248,ST0017,In-Store,2025-08-02 15:17:00,CA00706,Cash,Standard
OR0000522,CU049183,ST0114,In-Store,2025-02-22 09:45:00,UNKNOWN,Debit Card,Same Day
OR0000523,CU046183,ST0095,Marketplace,2023-12-27 14:03:00,UNKNOWN,Cash,Express
OR0000524,CU045917,ONLINE,Mobile App,2024-12-09 14:16:00,UNKNOWN,Credit Card,Standard
OR0000525,CU041745,ONLINE,Online,2025-02-19 22:16:00,UNKNOWN,Debit Card,Standard
OR0000526,CU018915,ST0085,In-Store,2024-08-27 11:23:00,CA00568,Credit Card,Standard
OR0000527,CU035523,ONLINE,Online,2023-10-10 22:31:00,CA00260,Cash,Pickup
OR0000528,CU013195,ST0081,In-Store,2023-08-15 17:11:00,UNKNOWN,Credit Card,Standard
OR0000529,CU039899,ST0009,Mobile App,2023-06-27 19:35:00,UNKNOWN,Cash,Standard
OR0000530,CU022380,ST0012,Mobile App,2023-05-13 08:25:00,UNKNOWN,Gift Card,Standard
OR0000531,CU016490,ST0050,In-Store,2024-03-06 10:41:00,UNKNOWN,Debit Card,Standard
OR0000532,CU023278,ST0020,Mobile App,2025-04-22 08:52:00,UNKNOWN,Gift Card,Pickup
OR0000533,CU046725,ST0033,Mobile App,2024-06-01 18:34:00,UNKNOWN,Debit Card,Standard
OR0000534,CU034172,ST0082,In-Store,2025-02-06 22:07:00,CA00275,Debit Card,Standard
OR0000535,CU047683,ST0087,Online,2025-08-05 19:31:00,UNKNOWN,PayPal,Same Day
OR0000536,CU032240,ST0068,In-Store,2025-12-29 16:17:00,UNKNOWN,Cash,Standard
OR0000537,CU044218,ST0075,In-Store,2024-09-11 19:58:00,CA00157,Credit Card,Pickup
OR0000538,CU044407,ST0038,In-Store,2023-06-12 09:25:00,UNKNOWN,Credit Card,Same Day
OR0000539,CU034421,ONLINE,Mobile App,2025-01-03 15:46:00,UNKNOWN,Credit Card,Standard
OR0000540,CU031175,ST0090,Mobile App,2024-01-17 14:00:00,UNKNOWN,Debit Card,Standard
OR0000541,CU012969,ST0009,Mobile App,2023-10-07 14:58:00,UNKNOWN,Debit Card,Standard
OR0000542,CU039963,ST0098,In-Store,2023-11-16 13:36:00,CA00648,Credit Card,Express
OR0000543,CU037632,ST0007,Mobile App,2025-11-06 19:23:00,UNKNOWN,Cash,Standard
OR0000544,CU030174,ONLINE,Mobile App,2025-02-17 08:05:00,UNKNOWN,Credit Card,Standard
OR0000545,CU023178,ST0076,In-Store,2023-05-27 10:26:00,UNKNOWN,PayPal,Standard
OR0000546,CU036444,ST0001,In-Store,2025-04-01 18:41:00,CA00433,PayPal,Standard
OR0000547,CU020288,ST0109,In-Store,2024-12-28 19:56:00,CA00495,Debit Card,Standard
OR0000548,CU029110,ONLINE,Online,2023-03-28 13:29:00,UNKNOWN,PayPal,Standard
OR0000549,CU040966,ST0049,Marketplace,2025-07-02 21:48:00,CA00752,Gift Card,Express
OR0000550,CU009597,ST0113,In-Store,2023-07-11 11:01:00,UNKNOWN,Debit Card,Express
OR0000551,CU047011,ONLINE,Mobile App,2023-02-15 17:44:00,UNKNOWN,Gift Card,Express
